time,LEV,latitude,longitude,sst
UTC,millibar,degrees_north,degrees_east,
2020-01-01T00:00:00Z,0.0,10.875,76.625,NaN
2020-01-01T00:00:00Z,0.0,10.875,76.875,NaN
2020-01-01T00:00:00Z,0.0,10.875,77.125,NaN
2020-01-01T00:00:00Z,0.0,10.875,77.375,NaN
2020-01-01T00:00:00Z,0.0,10.875,77.625,NaN
2020-01-01T00:00:00Z,0.0,10.875,77.875,NaN
2020-01-01T00:00:00Z,0.0,10.875,78.125,NaN
2020-01-01T00:00:00Z,0.0,11.125,72.125,28.76
2020-01-01T00:00:00Z,0.0,11.125,72.375,29.019999
2020-01-01T00:00:00Z,0.0,11.125,72.625,28.99
2020-01-01T00:00:00Z,0.0,11.125,72.875,28.949999
2020-01-01T00:00:00Z,0.0,11.125,73.125,29.0
2020-01-01T00:00:00Z,0.0,11.125,73.375,29.05
2020-01-01T00:00:00Z,0.0,11.125,73.625,29.119999
2020-01-01T00:00:00Z,0.0,11.125,73.875,29.21
2020-01-01T00:00:00Z,0.0,11.125,74.125,29.26
2020-01-01T00:00:00Z,0.0,11.125,74.375,29.269999
2020-01-01T00:00:00Z,0.0,11.125,74.625,29.189999
2020-01-01T00:00:00Z,0.0,11.125,74.875,29.099998
2020-01-01T00:00:00Z,0.0,11.125,75.125,29.0
2020-01-01T00:00:00Z,0.0,11.125,75.375,28.939999
2020-01-01T00:00:00Z,0.0,11.125,75.625,28.92
2020-01-01T00:00:00Z,0.0,11.125,75.875,28.939999
2020-01-01T00:00:00Z,0.0,11.125,76.125,NaN
2020-01-01T00:00:00Z,0.0,11.125,76.375,NaN
2020-01-01T00:00:00Z,0.0,11.125,76.625,NaN
2020-01-01T00:00:00Z,0.0,11.125,76.875,NaN
2020-01-01T00:00:00Z,0.0,11.125,77.125,NaN
2020-01-01T00:00:00Z,0.0,11.125,77.375,NaN
2020-01-01T00:00:00Z,0.0,11.125,77.625,NaN
2020-01-01T00:00:00Z,0.0,11.125,77.875,NaN
2020-01-01T00:00:00Z,0.0,11.125,78.125,NaN
2020-01-01T00:00:00Z,0.0,11.375,72.125,28.48
2020-01-01T00:00:00Z,0.0,11.375,72.375,28.609999
2020-01-01T00:00:00Z,0.0,11.375,72.625,28.63
2020-01-01T00:00:00Z,0.0,11.375,72.875,28.72
2020-01-01T00:00:00Z,0.0,11.375,73.125,28.74
2020-01-01T00:00:00Z,0.0,11.375,73.375,28.869999
2020-01-01T00:00:00Z,0.0,11.375,73.625,29.019999
2020-01-01T00:00:00Z,0.0,11.375,73.875,29.15
2020-01-01T00:00:00Z,0.0,11.375,74.125,29.179998
2020-01-01T00:00:00Z,0.0,11.375,74.375,29.179998
2020-01-01T00:00:00Z,0.0,11.375,74.625,29.109999
2020-01-01T00:00:00Z,0.0,11.375,74.875,29.01
2020-01-01T00:00:00Z,0.0,11.375,75.125,28.939999
2020-01-01T00:00:00Z,0.0,11.375,75.375,28.91
2020-01-01T00:00:00Z,0.0,11.375,75.625,28.91
